,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
643,2021-10-27,06:19:53,Server Room Power Surge,There is a power surge in the server room risking damage to equipment and data loss.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,October,day,Fourth,43,30,60,90,3,3,3,2,2
644,2023-03-23,18:04:26,Data Backup Restoration Failure,A failure occurs during the restoration of data from backups resulting in incomplete or failed data recovery.,11,High,Resolved,Data Center,IT,Data,2023,March,day,First,12,15,30,45,3,3,2,3,6
645,2021-02-02,09:47:19,Network Routing Protocol Failure,A routing protocol fails causing routing issues and network disruptions.,14,Medium,Resolved,Office,IT,Configuration,2021,February,day,First,5,30,60,90,2,3,2,1,7
646,2022-08-13,23:33:25,Server Room Intrusion Detected,An intrusion is detected in the server room requiring investigation and security measures.,10,High,Resolved,Server Room,Infrastructure,Security,2022,August,night,Third,32,20,40,60,3,3,3,2,5
647,2022-03-20,02:54:19,Server Room Security Breach,There is a security breach in the server room requiring immediate investigation and remediation.,10,Critical,Resolved,Server Room,Infrastructure,Security,2022,March,night,First,11,30,60,90,4,3,3,2,5
648,2023-04-03,07:44:08,Network Outage,The network connection in the office is completely down affecting all users.,5,Critical,Resolved,Office,Infrastructure,Network,2023,April,day,Second,14,15,120,180,4,3,3,1,3
649,2020-12-20,21:52:49,Printer Paper Jam,The printer experiences a paper jam hindering printing operations.,19,Medium,Resolved,Office,IT,Hardware,2020,December,night,Fourth,51,20,40,60,2,3,2,1,4
650,2022-06-23,00:12:02,Feature Request,Users request a new feature or enhancement in an application for improved functionality.,0,Medium,Resolved,Office,IT,Application,2022,June,night,Second,25,5,10,15,2,3,2,1,0
651,2021-11-06,00:25:52,Database Connection Pool Exhaustion,A database connection pool reaches its limit causing applications to be unable to establish new connections.,4,High,Resolved,Data Center,IT,Performance,2021,November,night,Fourth,44,30,60,90,3,3,2,3,1
652,2022-09-25,20:20:57,Application Configuration Validation,A validation of application configuration settings to ensure correctness and compliance with requirements.,17,Medium,Resolved,Office,IT,Configuration,2022,September,night,Third,38,5,10,15,2,3,2,1,7
653,2021-05-03,09:10:45,Server Room Temperature Alert,The temperature in the server room exceeds the specified threshold requiring cooling measures.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2021,May,day,Second,18,20,40,60,2,3,3,2,2
654,2021-05-12,16:26:50,Performance Bottleneck,An application encounters a performance bottleneck limiting its ability to handle user load.,0,High,Resolved,Data Center,IT,Application,2021,May,day,Second,19,20,40,60,3,3,2,3,0
655,2023-10-17,11:25:00,Application Slow Performance,The application is running slower than usual.,4,Medium,Open,Office,Applications,Performance,2023,October,day,Fourth,42,0,0,0,2,1,1,1,1
656,2021-07-16,06:29:27,Application Login Failure,Users are unable to log in to the application preventing access to their accounts and services.,1,High,Resolved,Server Room,Applications,Application,2021,July,day,Third,28,30,60,90,3,3,1,2,0
657,2022-11-09,11:33:48,Phishing Email Received,Several employees receive a phishing email raising security concerns.,10,Medium,Resolved,Office,IT,Security,2022,November,day,Fourth,45,15,75,90,2,3,2,1,5
658,2022-03-29,10:12:27,Application Service Unavailability,The application service becomes unavailable impacting user access and functionality.,1,High,Resolved,Server Room,Applications,Application,2022,March,day,First,13,30,60,90,3,3,1,2,0
659,2021-11-24,23:48:30,Network VLAN Trunking Misconfiguration,There is a misconfiguration in the network VLAN trunking settings causing VLAN connectivity issues.,14,Medium,Resolved,Data Center,IT,Configuration,2021,November,night,Fourth,47,5,10,15,2,3,2,3,7
660,2022-07-30,13:05:40,Database Indexing Performance Issue,The database indexing is not optimized leading to slow query performance.,2,Medium,Resolved,Data Center,IT,Performance,2022,July,day,Third,30,15,30,45,2,3,2,3,1
661,2021-04-05,13:38:02,Application Error Message,Users encounter an error message when using a specific application.,1,Low,Resolved,Office,Applications,Application,2021,April,day,Second,14,10,20,30,1,3,1,1,0
662,2022-01-31,05:32:17,Network Connectivity Issue,Users are experiencing intermittent network connectivity problems.,6,High,Resolved,Office,IT,Network,2022,January,night,First,5,10,20,30,3,3,2,1,3
663,2023-10-25,10:45:00,Unauthorized Access,An unauthorized user gained access to sensitive data.,12,Critical,Resolved,Data Center,Security,Security,2023,October,day,Fourth,43,0,0,0,4,3,4,3,5
664,2021-07-06,18:15:34,Database Data Integrity Violation,There is a violation of data integrity rules in the database resulting in inconsistent or invalid data.,13,Medium,Resolved,Data Center,IT,Data,2021,July,day,Third,27,30,60,90,2,3,2,3,6
665,2021-02-16,21:39:08,Application Database Connection Failure,The application fails to establish a connection with the database resulting in errors.,1,Medium,Resolved,Server Room,Applications,Application,2021,February,night,First,7,15,30,45,2,3,1,2,0
666,2021-11-14,19:28:38,Physical Security Breach,A physical security breach occurs in the data center compromising the integrity of the infrastructure.,3,Critical,Resolved,Data Center,IT,Infrastructure,2021,November,night,Fourth,45,30,60,90,4,3,2,3,2
667,2023-03-07,14:30:00,Keyboard Sticky Keys,The keyboard keys are sticking and difficult to press.,9,Low,Open,Office,IT,Hardware,2023,March,day,First,10,2,20,10,1,1,2,1,4
668,2023-06-14,12:30:00,Scanner Not Working,The scanner is not functioning properly.,9,Medium,Open,Office,Infrastructure,Hardware,2023,June,day,Second,24,10,90,45,2,1,3,1,4
669,2022-07-14,04:03:45,Application Update Failure,An update to the application fails resulting in incomplete or failed deployment of new features or fixes.,1,High,Resolved,Server Room,Applications,Application,2022,July,night,Third,28,20,40,60,3,3,1,2,0
670,2022-11-30,20:49:20,Server Room Water Ingress,Water ingress is detected in the server room posing a risk to equipment and requiring immediate action.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2022,November,night,Fourth,48,15,30,45,4,3,3,2,2
671,2023-09-22,09:05:00,Server Overload,The server is under heavy load and experiencing performance issues.,4,High,Open,Data Center,Infrastructure,Performance,2023,September,day,Third,38,0,0,0,3,1,3,3,1
672,2023-02-14,17:30:23,High Disk I/O,Excessive disk I/O activity causes performance degradation or delays in data access.,4,High,Resolved,Data Center,IT,Performance,2023,February,day,First,7,20,40,60,3,3,2,3,1
673,2023-07-20,12:15:00,Application Slow Performance,The application is running slower than usual.,4,Medium,Open,Office,Applications,Performance,2023,July,day,Third,29,0,0,0,2,1,1,1,1
674,2023-06-03,03:33:05,Network Outage,A network outage occurs resulting in the loss of connectivity and services.,3,Critical,Resolved,Data Center,IT,Infrastructure,2023,June,night,Second,22,15,30,45,4,3,2,3,2
675,2023-08-20,15:30:00,Storage Disk Failure,One of the storage disks has failed.,9,Medium,In Progress,Data Center,Infrastructure,Hardware,2023,August,day,Third,33,10,50,60,2,2,3,3,4
676,2020-10-12,23:12:56,Access Denied Error,"Users receive an ""Access Denied"" error message when attempting to access certain application features.",0,High,Resolved,Office,IT,Application,2020,October,night,Fourth,42,15,30,45,3,3,2,1,0
677,2023-07-13,13:40:00,Server Disk Failure,One of the server disks has failed.,9,High,Open,Data Center,Infrastructure,Hardware,2023,July,day,Third,28,0,0,0,3,1,3,3,4
678,2023-10-31,14:15:00,Software License Expiry,The software license has expired.,3,Low,Resolved,Office,IT,Infrastructure,2023,October,day,Fourth,44,5,5,10,1,3,2,1,2
679,2022-04-20,17:42:51,Email Attachment Size Limit Exceeded,Users are unable to send large email attachments due to size limits imposed.,14,Medium,Resolved,Data Center,IT,Configuration,2022,April,day,Second,16,15,30,45,2,3,2,3,7
680,2021-08-07,15:03:57,Application File Corruption,Application files get corrupted causing errors and preventing proper operation.,13,High,Resolved,Data Center,IT,Data,2021,August,day,Third,31,15,30,45,3,3,2,3,6
681,2022-10-16,18:35:30,Application Network Latency,The application experiences network latency resulting in delays and slow performance.,2,Medium,Resolved,Server Room,Applications,Application,2022,October,day,Fourth,41,20,40,60,2,3,1,2,0
682,2021-06-07,11:00:03,Server Room Power Outage,There is a power outage in the server room resulting in service unavailability.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,June,day,Second,23,20,40,60,4,3,3,2,2
683,2023-07-23,09:55:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Open,Office,Applications,Application,2023,July,day,Third,29,0,0,0,2,1,1,1,0
684,2023-08-30,10:30:00,Server Hardware Failure,A critical hardware component on the server has failed.,9,Critical,Open,Data Center,Infrastructure,Hardware,2023,August,day,Third,35,0,0,0,4,1,3,3,4
685,2022-11-01,17:01:33,Printer Paper Jam,The printer is experiencing frequent paper jams requiring manual intervention.,19,Low,Resolved,Office,IT,Hardware,2022,November,day,Fourth,44,10,20,30,1,3,2,1,4
686,2022-05-04,11:40:26,Application Configuration Change Control,Implementing change control processes for application configuration changes to ensure proper testing and approval.,17,Medium,Resolved,Office,IT,Configuration,2022,May,day,Second,18,30,60,90,2,3,2,1,7
687,2020-12-29,19:13:26,Database Schema Mismatch,A mismatch between the application and database schema causes data retrieval or manipulation issues.,17,High,Resolved,Office,IT,Configuration,2020,December,night,Fourth,53,10,20,30,3,3,2,1,7
688,2022-11-16,07:39:37,Website Defacement,The company website has been defaced by an unauthorized party.,10,High,Resolved,Data Center,IT,Security,2022,November,day,Fourth,46,10,50,60,3,3,2,3,5
689,2023-04-03,01:43:42,Network Load Balancer Misconfiguration,The network load balancer is misconfigured causing uneven distribution of traffic.,14,Medium,Resolved,Data Center,IT,Configuration,2023,April,night,Second,14,30,60,90,2,3,2,3,7
690,2021-12-01,18:36:09,Application Scalability Limitation,An application reaches its scalability limit resulting in performance issues as user load increases.,4,High,Resolved,Office,IT,Performance,2021,December,day,Fourth,48,5,10,15,3,3,2,1,1
691,2023-06-20,11:20:00,Network Switch Failure,One of the network switches has stopped functioning.,9,High,Open,Data Center,Infrastructure,Hardware,2023,June,day,Second,25,0,0,0,3,1,3,3,4
692,2021-02-10,03:15:40,Application Configuration Error,There is an error in the application's configuration resulting in incorrect settings and functionality issues.,14,Medium,Resolved,Server Room,Applications,Application,2021,February,night,First,6,10,20,30,2,3,1,2,0
693,2021-08-20,02:00:57,Email Attachment Issue,Users are unable to download email attachments due to an error.,1,Medium,Resolved,Office,IT,Application,2021,August,night,Third,33,10,20,30,2,3,2,1,0
694,2023-10-27,09:35:00,Application Not Responding,The application is unresponsive and not accepting user input.,0,High,Open,Office,Applications,Application,2023,October,day,Fourth,43,0,0,0,3,1,1,1,0
695,2022-09-19,21:13:42,Server Room Equipment Failure,An essential equipment in the server room fails impacting the overall infrastructure and services.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,September,night,Third,38,20,40,60,3,3,3,2,2
696,2021-08-19,01:55:48,Network Routing Issue,There is a routing issue in the network causing suboptimal traffic flow or connectivity problems.,6,High,Resolved,Data Center,IT,Network,2021,August,night,Third,33,5,10,15,3,3,2,3,3
697,2023-10-29,15:25:00,Database Backup Failure,The scheduled database backup has failed.,11,Medium,In Progress,Office,IT,Data,2023,October,day,Fourth,43,0,0,0,2,2,2,1,6
698,2022-03-20,13:26:26,Network Configuration Backup Failure,The network configuration backup process fails leading to potential data loss in case of a disaster.,14,Medium,Resolved,Data Center,IT,Configuration,2022,March,day,First,11,20,40,60,2,3,2,3,7
699,2022-12-16,21:40:30,Application User Data Breach,There is a breach of user data in the application compromising user privacy and security.,10,High,Resolved,Office,Applications,Security,2022,December,night,Fourth,50,5,10,15,3,3,1,1,5
700,2022-10-02,22:49:37,Software Licensing Expiration,The software licenses have expired requiring renewal or acquisition of new licenses.,26,Medium,Resolved,Office,IT,Performance,2022,October,night,Fourth,39,10,20,30,2,3,2,1,1
701,2023-02-23,06:58:09,Network Monitoring Tool Setup,Setting up network monitoring tools to proactively identify and resolve network issues.,6,Medium,Resolved,Office,IT,Network,2023,February,day,First,8,15,30,45,2,3,2,1,3
702,2021-12-25,10:03:54,Network DHCP Server Failure,The DHCP server fails to assign IP addresses to devices on the network causing connectivity issues.,5,High,Resolved,Data Center,Infrastructure,Network,2021,December,day,Fourth,51,15,30,45,3,3,3,3,3
703,2020-12-21,21:43:40,Server Room Smoke Detected,Smoke is detected in the server room indicating a potential fire hazard.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2020,December,night,Fourth,52,10,20,30,4,3,3,2,2
704,2023-08-31,12:55:00,Software License Expiry,The software license has expired.,3,Low,Resolved,Office,IT,Infrastructure,2023,August,day,Third,35,5,5,10,1,3,2,1,2
705,2023-08-06,11:45:00,Storage Disk Failure,One of the storage disks has failed.,9,Medium,Resolved,Data Center,Infrastructure,Hardware,2023,August,day,Third,31,10,50,60,2,3,3,3,4
706,2023-06-11,10:45:00,Database Performance Degradation,Slow response time from the database server.,4,Medium,In Progress,Office,Applications,Performance,2023,June,day,Second,23,0,0,0,2,2,1,1,1
707,2022-04-01,03:46:55,Security Vulnerability,An application is found to have a security vulnerability posing a risk to data and system integrity.,0,Critical,Resolved,Data Center,IT,Application,2022,April,night,Second,13,20,40,60,4,3,2,3,0
708,2023-01-13,15:38:09,Server Rack Power Issue,A power issue affects a server rack causing servers to lose power and go offline.,3,High,Resolved,Data Center,IT,Infrastructure,2023,January,day,First,2,5,10,15,3,3,2,3,2
709,2023-03-13,13:36:33,Network Switch Port Misconfiguration,A misconfiguration in a network switch port causes connectivity issues or network segmentation problems.,17,High,Resolved,Data Center,IT,Configuration,2023,March,day,First,11,5,10,15,3,3,2,3,7
710,2023-12-07,12:15:00,Network Connectivity Intermittent,Intermittent network connectivity issues experienced by users.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,December,day,Fourth,49,10,35,45,2,3,3,2,3
711,2021-02-16,03:05:58,Network VLAN Configuration Issue,The VLAN configuration needs to be updated to resolve network segmentation issues.,5,Medium,Resolved,Data Center,IT,Network,2021,February,night,First,7,20,40,60,2,3,2,3,3
712,2021-11-20,20:28:31,Server Room UPS Failure,The uninterruptible power supply (UPS) in the server room fails risking sudden power loss.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,November,night,Fourth,46,20,40,60,4,3,3,2,2
713,2022-07-09,17:02:14,Network Link Flapping,One of the network links is flapping causing intermittent connectivity and packet loss.,5,Medium,Resolved,Data Center,IT,Network,2022,July,day,Third,27,15,30,45,2,3,2,3,3
714,2021-05-13,16:20:10,Power Failure,A power failure affects the infrastructure leading to service interruptions.,3,Critical,Resolved,Data Center,IT,Infrastructure,2021,May,day,Second,19,20,40,60,4,3,2,3,2
715,2023-06-24,10:05:00,Database Connection Dropouts,Intermittent connection dropouts to the database server.,0,High,Resolved,Office,Applications,Application,2023,June,day,Second,25,5,20,25,3,3,1,1,0
716,2022-09-01,10:58:46,Database Query Slow,Database queries are taking longer than usual impacting application performance.,1,Medium,Resolved,Data Center,Applications,Application,2022,September,day,Third,35,30,60,90,2,3,1,3,0
717,2023-06-28,13:30:00,Scanner Paper Jam,The scanner is experiencing a paper jam issue.,9,Medium,Open,Office,Infrastructure,Hardware,2023,June,day,Second,26,5,60,30,2,1,3,1,4
718,2023-10-19,12:15:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,October,day,Fourth,42,5,15,20,3,3,1,1,0
719,2023-04-01,21:14:32,Network Routing Loop,There is a routing loop in the network causing packets to loop indefinitely and network congestion.,14,Medium,Resolved,Office,IT,Configuration,2023,April,night,Second,13,15,30,45,2,3,2,1,7
720,2022-03-03,04:49:59,Server Hardware Failure,One of the server hardware components fails resulting in downtime for the affected services.,19,Critical,Resolved,Data Center,IT,Hardware,2022,March,night,First,9,45,75,120,4,3,2,3,4
721,2022-04-16,15:24:54,High CPU Usage,A system or server experiences high CPU usage impacting overall system performance.,4,High,Resolved,Data Center,IT,Performance,2022,April,day,Second,15,10,20,30,3,3,2,3,1
722,2023-06-17,12:35:00,Data Backup Failure,The scheduled data backup process has failed.,11,Medium,Resolved,Data Center,Infrastructure,Data,2023,June,day,Second,24,10,30,40,2,3,3,3,6
723,2023-06-20,08:45:00,Application Compatibility Issue,The application is not compatible with the latest operating system update.,0,Medium,Resolved,Office,Applications,Application,2023,June,day,Second,25,5,25,30,2,3,1,1,0
724,2021-10-12,06:30:26,Database Backup Storage Limit Exceeded,The storage limit for database backups is exceeded preventing successful backup operations.,13,Medium,Resolved,Data Center,IT,Data,2021,October,day,Fourth,41,10,20,30,2,3,2,3,6
725,2021-05-02,23:03:01,Server Room Equipment Overheating,The critical equipment in the server room overheats risking hardware damage and service interruption.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,May,night,Second,17,10,20,30,3,3,3,2,2
726,2023-12-08,10:10:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Resolved,Office,Applications,Application,2023,December,day,Fourth,49,5,25,30,2,3,1,1,0
727,2022-04-27,12:15:25,Server Hardware Failure,One of the server hardware components fails resulting in service unavailability.,19,High,Resolved,Server Room,IT,Hardware,2022,April,day,Second,17,10,20,30,3,3,2,2,4
728,2022-09-25,06:33:01,Network Cable Disconnection,A network cable becomes disconnected causing loss of connectivity for connected devices.,3,Medium,Resolved,Data Center,IT,Infrastructure,2022,September,day,Third,38,20,40,60,2,3,2,3,2
729,2023-05-07,09:15:00,Application Update Required,The application requires an update to address security vulnerabilities.,7,High,In Progress,Office,Applications,Application,2023,May,day,Second,18,0,0,0,3,2,1,1,0
730,2022-05-24,04:04:17,VPN Connectivity Issue,Employees are unable to establish a VPN connection to access the internal network.,5,Medium,Resolved,Office,IT,Network,2022,May,night,Second,21,15,45,60,2,3,2,1,3
731,2023-05-10,14:25:00,Network VLAN Configuration Issue,Incorrect VLAN configuration leading to network connectivity problems.,6,High,Resolved,Server Room,Infrastructure,Network,2023,May,day,Second,19,10,50,60,3,3,3,2,3
732,2021-05-22,03:41:35,Application User Data Breach,There is a breach in user data privacy resulting in unauthorized access to personal information.,10,Critical,Resolved,Server Room,Applications,Security,2021,May,night,Second,20,5,10,15,4,3,1,2,5
733,2022-06-16,03:06:32,Network Device Configuration Backup,Performing a backup of network device configuration settings to facilitate restoration in case of misconfiguration or failure.,17,Medium,Resolved,Data Center,IT,Configuration,2022,June,night,Second,24,20,40,60,2,3,2,3,7
734,2023-10-15,13:35:00,Security Breach,Unauthorized access detected in the system.,12,Critical,In Progress,Data Center,Security,Security,2023,October,day,Fourth,41,0,0,0,4,2,4,3,5
735,2022-06-19,23:54:38,Database Replication Failure,The database replication process fails leading to data inconsistency between replicas.,8,Critical,Resolved,Data Center,IT,Infrastructure,2022,June,night,Second,24,30,60,90,4,3,2,3,2
736,2021-10-15,06:17:08,Database Query Timeout,Database queries are timing out causing delays in retrieving and updating data.,2,Medium,Resolved,Data Center,IT,Performance,2021,October,day,Fourth,41,15,30,45,2,3,2,3,1
737,2023-08-27,14:20:00,Application Not Responding,The application is unresponsive and not accepting user input.,0,High,Open,Office,Applications,Application,2023,August,day,Third,34,0,0,0,3,1,1,1,0
738,2022-10-04,02:09:14,Configuration Error,An error in the application configuration leads to unexpected behavior and errors.,0,Medium,Resolved,Office,IT,Application,2022,October,night,Fourth,40,15,30,45,2,3,2,1,0
739,2023-08-06,14:15:00,Printer Jam,The printer is experiencing a paper jam issue.,9,Medium,Open,Office,Infrastructure,Hardware,2023,August,day,Third,31,5,60,30,2,1,3,1,4
740,2021-01-30,00:52:25,Configuration Conflict,Conflicting configurations in the application cause errors and inconsistencies.,0,Medium,Resolved,Office,IT,Application,2021,January,night,First,4,20,40,60,2,3,2,1,0
741,2023-06-27,10:45:00,Speaker Volume Too Low,The speakers are producing very low volume.,9,Low,Open,Office,IT,Hardware,2023,June,day,Second,26,2,20,10,1,1,2,1,4
742,2023-10-07,10:05:00,Database Performance Degradation,Slow response time from the database server.,4,Medium,In Progress,Office,Applications,Performance,2023,October,day,Fourth,40,0,0,0,2,2,1,1,1
743,2021-04-01,01:28:34,Network Device Firmware Upgrade,The firmware of a network device needs to be upgraded to fix known issues and improve performance.,8,Medium,Resolved,Data Center,Infrastructure,Infrastructure,2021,April,night,Second,13,10,20,30,2,3,3,3,2
744,2023-01-07,12:15:00,Application Not Responding,The application is unresponsive and not accepting user input.,0,High,Open,Office,Applications,Application,2023,January,day,First,1,0,0,0,3,1,1,1,0
745,2021-12-11,20:05:37,Database Performance Tuning Needed,A database requires performance tuning to optimize query execution or resource utilization.,4,Medium,Resolved,Data Center,IT,Performance,2021,December,night,Fourth,49,20,40,60,2,3,2,3,1
746,2021-04-08,07:53:00,Server Room Water Leakage Detected,Water leakage is detected in the server room posing a risk to equipment and requiring immediate action.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,April,day,Second,14,5,10,15,3,3,3,2,2
747,2022-05-08,03:16:50,Software Installation Failure,The software installation process fails preventing users from accessing the application.,27,Medium,Resolved,Office,IT,Infrastructure,2022,May,night,Second,18,15,30,45,2,3,2,1,2
748,2022-01-30,09:02:36,Server Room Environmental Monitoring Failure,The environmental monitoring system in the server room fails impacting temperature and humidity control.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2022,January,day,First,4,30,60,90,2,3,3,2,2
749,2023-03-21,05:26:10,Application File Permissions Issue,There is a file permissions issue in the application causing access restrictions and functionality problems.,16,Medium,Resolved,Server Room,Applications,Application,2023,March,night,First,12,20,40,60,2,3,1,2,0
750,2022-10-10,00:24:07,Network Firewall Appliance Failure,The network firewall appliance fails resulting in the loss of network security and potential unauthorized access.,8,Critical,Resolved,Office,IT,Infrastructure,2022,October,night,Fourth,41,20,40,60,4,3,2,1,2
751,2022-04-23,00:38:39,Database Schema Corruption,The database schema becomes corrupted resulting in data integrity issues and query failures.,13,High,Resolved,Server Room,IT,Data,2022,April,night,Second,16,10,20,30,3,3,2,2,6
752,2021-07-16,08:00:39,Network Switch Failure,A network switch malfunctions or fails causing connectivity issues for connected devices.,3,High,Resolved,Data Center,IT,Infrastructure,2021,July,day,Third,28,30,60,90,3,3,2,3,2
753,2023-08-17,09:50:00,Printer Offline,The printer is offline and not responding.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,August,day,Third,33,5,10,15,1,3,3,1,4
754,2022-03-31,20:29:10,Network Firewall Rule Conflict,There is a conflict between firewall rules causing unintended restrictions or allowing unauthorized access.,14,Medium,Resolved,Office,IT,Configuration,2022,March,night,First,13,20,40,60,2,3,2,1,7
755,2023-01-22,18:11:08,Server Rack Overheating,A server rack experiences excessive heat potentially leading to hardware failures.,3,High,Resolved,Data Center,IT,Infrastructure,2023,January,day,First,3,15,30,45,3,3,2,3,2
756,2022-10-10,00:14:26,Server Room Water Supply Disruption,The water supply to the server room is disrupted affecting cooling systems and increasing the risk of overheating.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,October,night,Fourth,41,20,40,60,3,3,3,2,2
757,2021-02-04,23:51:47,Database Replication Lag,There is a lag in database replication causing delays in data synchronization across servers.,13,Medium,Resolved,Data Center,IT,Data,2021,February,night,First,5,20,40,60,2,3,2,3,6
758,2021-04-17,01:19:28,Application User Account Lockout,User accounts in the application get locked out due to multiple failed login attempts.,28,Medium,Resolved,Office,Applications,Application,2021,April,night,Second,15,20,40,60,2,3,1,1,0
759,2022-11-22,06:24:34,Application Service Unavailable,The application is not accessible resulting in service disruptions for users.,1,Critical,Resolved,Office,Applications,Application,2022,November,day,Fourth,47,5,10,15,4,3,1,1,0
760,2023-03-14,12:22:53,Backup System Malfunction,A backup system malfunctions leading to incomplete or failed backups.,3,High,Resolved,Data Center,IT,Infrastructure,2023,March,day,First,11,5,10,15,3,3,2,3,2
761,2021-08-05,07:53:25,Network Load Balancer Failure,The network load balancer fails causing uneven distribution of network traffic.,19,High,Resolved,Data Center,Infrastructure,Hardware,2021,August,day,Third,31,30,60,90,3,3,3,3,4
762,2022-02-20,13:32:27,Network Bandwidth Congestion,There is excessive network traffic congestion causing slowdowns and performance degradation.,5,Medium,Resolved,Office,IT,Network,2022,February,day,First,7,20,40,60,2,3,2,1,3
763,2021-11-05,11:57:03,Application Database Connection Error,The application encounters errors when establishing connections to the database.,1,Medium,Resolved,Office,Applications,Application,2021,November,day,Fourth,44,15,30,45,2,3,1,1,0
764,2023-02-03,14:42:07,Server Room Water Leak,Water leak is detected in the server room posing a risk to equipment and data.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2023,February,day,First,5,15,30,45,4,3,3,2,2
765,2020-12-28,05:58:20,Database Table Locking,There is excessive table locking in the database causing contention and performance issues.,2,Medium,Resolved,Data Center,IT,Performance,2020,December,night,Fourth,53,5,10,15,2,3,2,3,1
766,2021-06-07,13:19:26,Application Version Update,The application requires an update to the latest version to introduce new features and bug fixes.,1,Low,Resolved,Office,Applications,Application,2021,June,day,Second,23,30,60,90,1,3,1,1,0
767,2021-06-08,01:39:47,Data Retention Policy Violation,Users fail to comply with the data retention policy resulting in the improper handling or disposal of data.,11,Medium,Resolved,Office,IT,Data,2021,June,night,Second,23,15,30,45,2,3,2,1,6
768,2023-01-06,10:30:00,Application Crashed,The application is not responding and crashes upon startup.,0,Critical,Open,Office,IT,Application,2023,January,day,First,1,0,0,0,4,1,2,1,0
769,2021-04-03,03:55:40,Network Latency,Users are experiencing delays and slow network performance.,5,Medium,Resolved,Office,Infrastructure,Network,2021,April,night,Second,13,20,40,60,2,3,3,1,3
770,2023-09-10,13:05:00,Network Connectivity Intermittent,Intermittent network connectivity issues experienced by users.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,September,day,Third,36,10,35,45,2,3,3,2,3
771,2022-03-20,11:22:23,Network Access Control Issue,There is an issue with network access control leading to unauthorized access or network breaches.,6,High,Resolved,Data Center,IT,Network,2022,March,day,First,11,15,30,45,3,3,2,3,3
772,2021-05-05,13:41:19,Performance Degradation,An application experiences a gradual performance degradation over time.,0,High,Resolved,Data Center,IT,Application,2021,May,day,Second,18,10,20,30,3,3,2,3,0
773,2022-11-18,06:48:00,File Server Unavailable,The file server is not responding preventing access to shared files.,1,High,Resolved,Server Room,IT,Application,2022,November,day,Fourth,46,15,30,45,3,3,2,2,0
774,2021-03-12,07:48:02,Server Room Access Control Failure,There is a failure in the server room access control system potentially compromising physical security.,10,High,Resolved,Server Room,Infrastructure,Security,2021,March,day,First,10,5,10,15,3,3,3,2,5
775,2021-12-01,23:06:50,Application Configuration File Corruption,The configuration file of the application becomes corrupted leading to misconfiguration and functionality issues.,14,Medium,Resolved,Server Room,Applications,Application,2021,December,night,Fourth,48,30,60,90,2,3,1,2,0
776,2023-02-13,17:26:17,Application User Interface Error,There is an error in the application's user interface resulting in display issues and usability problems.,1,Medium,Resolved,Server Room,Applications,Application,2023,February,day,First,7,20,40,60,2,3,1,2,0
777,2023-07-22,15:30:00,Storage Disk Failure,One of the storage disks has failed.,9,Medium,In Progress,Data Center,Infrastructure,Hardware,2023,July,day,Third,29,10,50,60,2,2,3,3,4
778,2022-06-21,18:02:57,Physical Asset Theft,A theft of physical assets is reported potentially compromising sensitive information stored on the assets.,12,High,Resolved,Data Center,IT,Security,2022,June,day,Second,25,20,40,60,3,3,2,3,5
779,2022-11-07,22:34:06,Application User Account Creation Failure,There is a failure in creating user accounts in the application preventing new users from registering.,1,Medium,Resolved,Server Room,Applications,Application,2022,November,night,Fourth,45,5,10,15,2,3,1,2,0
780,2022-01-07,18:45:22,Data Access Control Failure,Access controls fail to restrict unauthorized access to sensitive or confidential data.,11,High,Resolved,Office,IT,Data,2022,January,day,First,1,5,10,15,3,3,2,1,6
781,2022-07-12,06:20:35,Data Encryption Error,An error occurs during data encryption potentially compromising the confidentiality or security of the data.,11,High,Resolved,Data Center,IT,Data,2022,July,day,Third,28,15,30,45,3,3,2,3,6
782,2022-07-09,18:25:58,Server Room HVAC System Failure,The HVAC system in the server room fails resulting in increased temperature and humidity.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,July,day,Third,27,5,10,15,3,3,3,2,2
